University,Advisor ID,Advisor Academic Rank,Advisor Gender,Advisor Home Country,Advisor Standard Field,Advisor Previous Universities,Advisor Citation Count,Advisor h-index,Advisor Publication Count,Advisor First Paper Year,Student ID,Student Degree,Student Start Year,Student Gender,Student Home Country,Student Previous Universities
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3761,MS,2014,Male,,
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3762,MS,2013,Female,India,Guru Nanak Dev Engineering College
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3763,MS,,Male,Iran,University of Tehran
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3764,MS,,Male,,
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3765,MS,2009,Female,,
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3766,MS,2014,Female,,
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3767,MS,,Male,,
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3768,MS,2016,Female,India,Panjab University
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3769,MS,2019,Male,Canada,McGill University
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3770,PHD,2017,Male,India,Guru Gobind Singh Indraprastha University
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3771,MS,,Male,,
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3772,MS,2017,Male,India,I. K. Gujral Punjab Technical University
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3773,MS,,Male,,
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3774,MS,2020,Male,India,Guru Nanak Dev University
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3775,MS,,Female,Canada,Concordia University
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3776,MS,2021,Male,India,Maulana Abul Kalam Azad University of Technology
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3777,PHD,,Male,,
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3778,MS,,Female,,
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3779,MS,2016,Male,,
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3780,MS,,Male,India,Guru Nanak Dev University
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3781,MS,2019,Male,Canada,McGill University
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3782,MS,2015,Male,Malaysia,University of Nottingham
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3783,MS,,Female,India,Punjabi University
McGill University,advisor218,Associate Professor,Male,Austria,Software and its engineering,Graz University of Technology/Simon Fraser University/University of Ottawa,3091,27,140,1998,student3784,MS,,Male,India,Guru Gobind Singh Indraprastha University
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3785,MS,,Female,France,Alexandria University
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3786,PHD,2000,Male,Canada,Laval University/Laval University
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3787,MS,1995,Male,Canada,McGill University
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3788,MS,2020,Female,Canada,McGill University
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3789,MS,,Male,,
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3790,MS,1996,Male,Canada,McGill University
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3791,MS,2008,,China,Fudan University
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3792,MS,,Female,,
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3793,MS,2002,Male,Canada,McGill University
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3794,PHD,1993,Male,Iran,Sharif University of Technology
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3795,PHD,,Male,,
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3796,MS,2007,Female,Canada,University of Alberta
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3797,MS,2004,Female,India,Thapar Institute of Engineering and Technology
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3798,MS,1996,Male,Canada,McGill University
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3799,MS,2018,Male,Egypt,"Zewail City of Science, Technology and Innovation"
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3800,PHD,,Male,,
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3801,MS,,Male,Canada,Nipissing University
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3802,MS,,Female,,
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3803,PHD,2002,Male,,
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3804,MS,,Male,Canada,Université du Québec à Montréal
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3805,MS,,Male,,
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3806,PHD,2009,Male,Russia,"Moscow State University of Technology ""STANKIN""/Moscow State University of Technology ""STANKIN"""
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3807,PHD,,,Canada,University of Montreal
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3808,PHD,2003,Female,China,
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3809,MS,,Male,,
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3810,PHD,2000,Male,,
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3811,MS,1999,Male,Canada,McGill University
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3812,PHD,1999,,Serbia,University of Belgrade/McGill University
McGill University,advisor219,Associate Professor,Female,United Kingdom,Computer systems organization,Imperial College London/Imperial College London,3720,22,158,1983,student3813,MS,,,Lebanon,
McGill University,advisor220,Associate Professor,Male,Greece,Hardware/Computing methodologies/Mathematics of computing,University of Patras/University at Buffalo/University at Buffalo,373,8,36,2000,student3814,MS,,Male,,
McGill University,advisor220,Associate Professor,Male,Greece,Hardware/Computing methodologies/Mathematics of computing,University of Patras/University at Buffalo/University at Buffalo,373,8,36,2000,student3815,PHD,2017,Male,India,University of Windsor
McGill University,advisor220,Associate Professor,Male,Greece,Hardware/Computing methodologies/Mathematics of computing,University of Patras/University at Buffalo/University at Buffalo,373,8,36,2000,student3816,MS,,Female,Canada,McGill University
McGill University,advisor220,Associate Professor,Male,Greece,Hardware/Computing methodologies/Mathematics of computing,University of Patras/University at Buffalo/University at Buffalo,373,8,36,2000,student3817,MS,2020,Male,India,
McGill University,advisor220,Associate Professor,Male,Greece,Hardware/Computing methodologies/Mathematics of computing,University of Patras/University at Buffalo/University at Buffalo,373,8,36,2000,student3818,PHD,,Male,,
McGill University,advisor220,Associate Professor,Male,Greece,Hardware/Computing methodologies/Mathematics of computing,University of Patras/University at Buffalo/University at Buffalo,373,8,36,2000,student3819,PHD,2020,Male,Canada,Carleton University/Carleton University
McGill University,advisor220,Associate Professor,Male,Greece,Hardware/Computing methodologies/Mathematics of computing,University of Patras/University at Buffalo/University at Buffalo,373,8,36,2000,student3820,PHD,2014,Male,,
McGill University,advisor221,Associate Professor,Female,China,Software and its engineering/Computing methodologies,Xi'an Jiaotong University/DePaul University/University of Notre Dame,633,12,52,2013,student3821,PHD,2019,Male,,
McGill University,advisor221,Associate Professor,Female,China,Software and its engineering/Computing methodologies,Xi'an Jiaotong University/DePaul University/University of Notre Dame,633,12,52,2013,student3822,MS,2017,Male,Jamaica,University of The West Indies
McGill University,advisor221,Associate Professor,Female,China,Software and its engineering/Computing methodologies,Xi'an Jiaotong University/DePaul University/University of Notre Dame,633,12,52,2013,student3823,PHD,,Male,,
McGill University,advisor221,Associate Professor,Female,China,Software and its engineering/Computing methodologies,Xi'an Jiaotong University/DePaul University/University of Notre Dame,633,12,52,2013,student3824,PHD,,Female,India,M S Ramaiah Institute of Technology
McGill University,advisor221,Associate Professor,Female,China,Software and its engineering/Computing methodologies,Xi'an Jiaotong University/DePaul University/University of Notre Dame,633,12,52,2013,student3825,MS,2019,Female,Canada,McGill University
McGill University,advisor221,Associate Professor,Female,China,Software and its engineering/Computing methodologies,Xi'an Jiaotong University/DePaul University/University of Notre Dame,633,12,52,2013,student3826,MS,2021,Male,India,National Institute of Engineering
McGill University,advisor221,Associate Professor,Female,China,Software and its engineering/Computing methodologies,Xi'an Jiaotong University/DePaul University/University of Notre Dame,633,12,52,2013,student3827,MS,,Female,India,M S Ramaiah Institute of Technology
McGill University,advisor221,Associate Professor,Female,China,Software and its engineering/Computing methodologies,Xi'an Jiaotong University/DePaul University/University of Notre Dame,633,12,52,2013,student3828,MS,,Female,,
McGill University,advisor221,Associate Professor,Female,China,Software and its engineering/Computing methodologies,Xi'an Jiaotong University/DePaul University/University of Notre Dame,633,12,52,2013,student3829,MS,2019,Male,Iran,University of Tehran
McGill University,advisor221,Associate Professor,Female,China,Software and its engineering/Computing methodologies,Xi'an Jiaotong University/DePaul University/University of Notre Dame,633,12,52,2013,student3830,MS,2017,Female,Canada,University of Waterloo
McGill University,advisor221,Associate Professor,Female,China,Software and its engineering/Computing methodologies,Xi'an Jiaotong University/DePaul University/University of Notre Dame,633,12,52,2013,student3831,MS,2020,Female,Canada,McGill University
McGill University,advisor222,Associate Professor,Male,Canada,Mathematics of computing,McGill University/McGill University/McGill University,1937,21,90,2003,student3832,PHD,,Male,,
McGill University,advisor222,Associate Professor,Male,Canada,Mathematics of computing,McGill University/McGill University/McGill University,1937,21,90,2003,student3833,PHD,2017,Male,,
McGill University,advisor222,Associate Professor,Male,Canada,Mathematics of computing,McGill University/McGill University/McGill University,1937,21,90,2003,student3834,MS,2018,Female,Canada,McGill University
McGill University,advisor222,Associate Professor,Male,Canada,Mathematics of computing,McGill University/McGill University/McGill University,1937,21,90,2003,student3835,PHD,2012,Female,Canada,University of Waterloo
McGill University,advisor222,Associate Professor,Male,Canada,Mathematics of computing,McGill University/McGill University/McGill University,1937,21,90,2003,student3836,MS,2019,Female,Canada,University of Manitoba
McGill University,advisor222,Associate Professor,Male,Canada,Mathematics of computing,McGill University/McGill University/McGill University,1937,21,90,2003,student3837,MS,2019,Female,,
McGill University,advisor222,Associate Professor,Male,Canada,Mathematics of computing,McGill University/McGill University/McGill University,1937,21,90,2003,student3838,MS,,Male,,
McGill University,advisor222,Associate Professor,Male,Canada,Mathematics of computing,McGill University/McGill University/McGill University,1937,21,90,2003,student3839,MS,2019,Male,Canada,McGill University
McGill University,advisor222,Associate Professor,Male,Canada,Mathematics of computing,McGill University/McGill University/McGill University,1937,21,90,2003,student3840,MS,,Male,,
McGill University,advisor222,Associate Professor,Male,Canada,Mathematics of computing,McGill University/McGill University/McGill University,1937,21,90,2003,student3841,MS,2020,Female,Canada,McGill University
McGill University,advisor222,Associate Professor,Male,Canada,Mathematics of computing,McGill University/McGill University/McGill University,1937,21,90,2003,student3842,MS,2012,Male,,
McGill University,advisor222,Associate Professor,Male,Canada,Mathematics of computing,McGill University/McGill University/McGill University,1937,21,90,2003,student3843,PHD,,Male,Canada,Dalhousie University
McGill University,advisor222,Associate Professor,Male,Canada,Mathematics of computing,McGill University/McGill University/McGill University,1937,21,90,2003,student3844,PHD,,Male,Canada,Concordia University
McGill University,advisor222,Associate Professor,Male,Canada,Mathematics of computing,McGill University/McGill University/McGill University,1937,21,90,2003,student3845,PHD,,Female,,
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3846,PHD,,Female,,
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3847,PHD,2002,Female,,
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3848,MS,2010,Male,,
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3849,MS,2019,Male,,
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3850,PHD,2006,Male,Russia,
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3851,MS,2010,Male,Pakistan,"University of Engineering and Technology, Lahore"
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3852,MS,,Female,Canada,McGill University
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3853,PHD,1996,Male,Ireland,University College Dublin/Dublin City University
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3854,MS,,Female,Canada,McGill University
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3855,MS,,Male,Canada,Concordia University
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3856,MS,,Female,,
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3857,MS,2016,Female,,
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3858,MS,,Female,,
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3859,MS,,Female,,
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3860,MS,2010,Male,Iran,Sharif University of Technology
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3861,MS,,Female,Canada,McGill University
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3862,PHD,,Female,Canada,McGill University/Leiden University
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3863,MS,,Female,,
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3864,PHD,2004,Male,Canada,McGill University/McGill University
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3865,PHD,,Male,,
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3866,PHD,2010,Male,,
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3867,PHD,,Male,,
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3868,MS,2009,Male,,
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3869,MS,,Male,,
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3870,PHD,,Female,Iran,Isfahan University of Technology/Sharif University of Technology
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3871,PHD,2009,Male,,Rice University
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3872,MS,,,Canada,McGill University
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3873,PHD,,Male,,
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3874,MS,2009,Male,Canada,McGill University
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3875,MS,2017,Male,Pakistan,"University of Engineering and Technology, Lahore"
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3876,PHD,,Male,,
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3877,PHD,1989,Male,,
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3878,PHD,2010,Male,,Concordia University
McGill University,advisor223,Professor,Male,United Kingdom,Mathematics of computing/Theory of computation,University of Adelaide/University of Cambridge,8627,46,272,1997,student3879,MS,,Male,,
McGill University,advisor224,Professor,Male,France,Hardware/Social and professional topics,Laval University/Laval University/Laval University,4558,37,309,1997,student3880,PHD,,Male,,
McGill University,advisor224,Professor,Male,France,Hardware/Social and professional topics,Laval University/Laval University/Laval University,4558,37,309,1997,student3881,MS,2018,Male,Canada,University of Montreal
McGill University,advisor224,Professor,Male,France,Hardware/Social and professional topics,Laval University/Laval University/Laval University,4558,37,309,1997,student3882,PHD,2016,Male,Bangladesh,Ahsanullah University of Science and Technology/Karlsruhe Institute of Technology
McGill University,advisor224,Professor,Male,France,Hardware/Social and professional topics,Laval University/Laval University/Laval University,4558,37,309,1997,student3883,PHD,,Male,China,University of Hong Kong/McGill University
McGill University,advisor224,Professor,Male,France,Hardware/Social and professional topics,Laval University/Laval University/Laval University,4558,37,309,1997,student3884,PHD,,Male,Pakistan,Lahore University of Management Sciences/Khalifa University
McGill University,advisor224,Professor,Male,France,Hardware/Social and professional topics,Laval University/Laval University/Laval University,4558,37,309,1997,student3885,PHD,2018,Male,Bangladesh,Islamic University of Technology/King Fahd University of Petroleum and Minerals
McGill University,advisor224,Professor,Male,France,Hardware/Social and professional topics,Laval University/Laval University/Laval University,4558,37,309,1997,student3886,MS,2017,Male,Bangladesh,Islamic University of Technology
McGill University,advisor224,Professor,Male,France,Hardware/Social and professional topics,Laval University/Laval University/Laval University,4558,37,309,1997,student3887,MS,2016,Male,Bangladesh,Islamic University of Technology
McGill University,advisor224,Professor,Male,France,Hardware/Social and professional topics,Laval University/Laval University/Laval University,4558,37,309,1997,student3888,PHD,2015,Male,China,Zhejiang University of Technology
McGill University,advisor224,Professor,Male,France,Hardware/Social and professional topics,Laval University/Laval University/Laval University,4558,37,309,1997,student3889,PHD,,Male,,
McGill University,advisor224,Professor,Male,France,Hardware/Social and professional topics,Laval University/Laval University/Laval University,4558,37,309,1997,student3890,PHD,2019,Male,,
McGill University,advisor224,Professor,Male,France,Hardware/Social and professional topics,Laval University/Laval University/Laval University,4558,37,309,1997,student3891,PHD,2019,Male,Bangladesh,Islamic University of Technology
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3892,PHD,,Male,Canada,McGill University
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3893,PHD,,Male,Canada,Collège de Lévis
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3894,MS,2019,Male,Canada,Concordia University
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3895,PHD,2002,Male,,
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3896,MS,,Male,,
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3897,MS,,Female,Poland,University of Economic Sciences
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3898,MS,,Male,Canada,University of British Columbia
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3899,MS,2014,Male,Canada,McGill University
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3900,MS,2019,Female,Canada,University of Toronto
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3901,MS,2012,Male,Canada,McGill University
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3902,PHD,2018,Female,,
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3903,MS,2019,Male,Canada,Concordia University
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3904,PHD,2005,Female,,
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3905,MS,,Female,Iran,University of Tehran
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3906,MS,,Male,,
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3907,MS,2005,Male,Canada,McGill University
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3908,PHD,,Female,,
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3909,PHD,,Male,,
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3910,PHD,2006,Male,Canada,Queen's University/McGill University
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3911,MS,2018,Male,Trinidad and Tobago,University of the West Indies
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3912,PHD,1984,Male,Canada,University of Montreal/Caltech
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3913,MS,2014,Male,,
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3914,PHD,,Female,Canada,McGill University
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3915,MS,,Male,,
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3916,PHD,2002,Female,,University of Calgary
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3917,MS,2016,Male,,
McGill University,advisor225,Professor,Male,Canada,Applied computing,Queen's University/University of Victoria,13630,59,286,1979,student3918,MS,,Male,,
McGill University,advisor226,Professor,Female,Serbia,Hardware/Applied computing,University of Colorado Boulder/Northwestern University/Northwestern University,1935,22,126,1998,student3919,MS,,Male,,
McGill University,advisor226,Professor,Female,Serbia,Hardware/Applied computing,University of Colorado Boulder/Northwestern University/Northwestern University,1935,22,126,1998,student3920,PHD,2005,Male,,
McGill University,advisor226,Professor,Female,Serbia,Hardware/Applied computing,University of Colorado Boulder/Northwestern University/Northwestern University,1935,22,126,1998,student3921,MS,2009,Male,United States,Emory University
McGill University,advisor226,Professor,Female,Serbia,Hardware/Applied computing,University of Colorado Boulder/Northwestern University/Northwestern University,1935,22,126,1998,student3922,PHD,2009,Female,Canada,McGill University/McGill University
McGill University,advisor226,Professor,Female,Serbia,Hardware/Applied computing,University of Colorado Boulder/Northwestern University/Northwestern University,1935,22,126,1998,student3923,PHD,2004,Male,Iran,University of Tehran/Iran University of Science and Technology
McGill University,advisor226,Professor,Female,Serbia,Hardware/Applied computing,University of Colorado Boulder/Northwestern University/Northwestern University,1935,22,126,1998,student3924,PHD,2003,Male,,
McGill University,advisor226,Professor,Female,Serbia,Hardware/Applied computing,University of Colorado Boulder/Northwestern University/Northwestern University,1935,22,126,1998,student3925,MS,,Female,Canada,University of Toronto
McGill University,advisor226,Professor,Female,Serbia,Hardware/Applied computing,University of Colorado Boulder/Northwestern University/Northwestern University,1935,22,126,1998,student3926,MS,,Female,,
